Artifact Name,Artifact Id,Date,Status,Details
,,2013/05/22 16:10:55 PM,"Error Detail System.Net.Mail.SmtpException: Failure sending mail. ---> System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 173.194.79.109:587
   at System.Net.Sockets.Socket.EndConnect(IAsyncResult asyncResult)
   at System.Net.ServicePoint.ConnectSocketInternal(Boolean connectFailure, Socket s4, Socket s6, Socket& socket, IPAddress& address, ConnectSocketState state, IAsyncResult asyncResult, Int32 timeout, Exception& exception)
   --- End of inner exception stack trace ---
   at System.Net.Mail.SmtpConnection.ConnectAndHandshakeAsyncResult.End(IAsyncResult result)
   at System.Net.Mail.SmtpClient.ConnectCallback(IAsyncResult result)
   --- End of inner exception stack trace ---",
,,2013/05/22 16:11:37 PM,"Error Detail System.Net.Mail.SmtpException: Failure sending mail. ---> System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond 173.194.79.109:587
   at System.Net.Sockets.Socket.EndConnect(IAsyncResult asyncResult)
   at System.Net.ServicePoint.ConnectSocketInternal(Boolean connectFailure, Socket s4, Socket s6, Socket& socket, IPAddress& address, ConnectSocketState state, IAsyncResult asyncResult, Int32 timeout, Exception& exception)
   --- End of inner exception stack trace ---
   at System.Net.Mail.SmtpConnection.ConnectAndHandshakeAsyncResult.End(IAsyncResult result)
   at System.Net.Mail.SmtpClient.ConnectCallback(IAsyncResult result)
   --- End of inner exception stack trace ---",
,,2013/05/27 12:33:20 PM,Message sent,
,,2013/05/27 12:34:01 PM,Message sent,
Subscription,03467d20-2bb3-490f-908b-73d353cbc73e,2013/05/28 10:20:52 AM,Message sent,
,,2013/05/28 18:44:46 PM,Message sent,
,,2013/05/29 14:44:53 PM,Message sent,
,,2013/05/29 14:47:41 PM,Message sent,
,,2013/05/30 14:53:40 PM,Message sent,
,,2013/05/31 10:20:11 AM,Message sent,
,,2013/05/31 10:22:09 AM,Message sent,
,,2013/05/31 14:00:25 PM,Message sent,
,,2013/05/31 14:39:47 PM,Message sent,
,,2013/05/31 15:44:39 PM,Message sent,
,,2013/05/31 16:35:59 PM,Message sent,
,,2013/05/31 16:43:33 PM,Message sent,
,,2013/05/31 16:44:35 PM,Message sent,
,,2013/05/31 16:47:16 PM,Message sent,
,,2013/05/31 16:47:25 PM,Message sent,
,,2013/05/31 16:47:53 PM,Message sent,
,,2013/05/31 16:52:36 PM,Message sent,
,,2013/05/31 16:57:00 PM,Message sent,
,,2013/05/31 16:58:01 PM,Message sent,
,,2013/05/31 16:58:49 PM,Message sent,
,,2013/05/31 16:59:27 PM,Message sent,
,,2013/05/31 17:00:01 PM,Message sent,
,,2013/05/31 17:10:37 PM,Message sent,
,,2013/05/31 17:28:50 PM,Message sent,
,,2013/05/31 19:30:11 PM,Message sent,
